year,community_area,sex,age
2024,AUBURN GRESHAM,M,30-39
2024,WEST GARFIELD PARK,M,20-29
2024,WASHINGTON HEIGHTS,M,0-19
2024,NORTH LAWNDALE,M,0-19
2024,WEST ENGLEWOOD,F,20-29
2024,CHICAGO LAWN,M,50-59
2024,CALUMET HEIGHTS,M,20-29
2024,WEST PULLMAN,F,30-39
2024,NORTH LAWNDALE,M,20-29
2024,CALUMET HEIGHTS,F,40-49
2024,KENWOOD,M,40-49
2024,WEST ENGLEWOOD,M,0-19
2024,SOUTH LAWNDALE,M,20-29
2024,WASHINGTON HEIGHTS,F,30-39
2024,SOUTH LAWNDALE,M,0-19
2024,SOUTH LAWNDALE,M,30-39
2024,SOUTH LAWNDALE,M,30-39
2024,NEAR WEST SIDE,M,20-29
2024,NEW CITY,M,20-29
2024,NEW CITY,F,0-19
2024,NEW CITY,F,40-49
2024,NEW CITY,F,40-49
2024,SOUTH CHICAGO,M,50-59
2024,ASHBURN,M,50-59
2024,ENGLEWOOD,M,30-39
2024,ENGLEWOOD,F,60-69
2024,WEST ENGLEWOOD,M,20-29
2024,WEST ENGLEWOOD,M,40-49
2024,ENGLEWOOD,M,20-29
2024,CALUMET HEIGHTS,M,20-29
2024,AUBURN GRESHAM,M,20-29
2024,WEST ENGLEWOOD,M,0-19
2024,AUSTIN,F,0-19
2024,SOUTH LAWNDALE,M,30-39
2024,AUSTIN,M,0-19
2024,AUSTIN,M,20-29
2024,ALBANY PARK,M,30-39
2024,ALBANY PARK,M,30-39
2024,ALBANY PARK,M,30-39
2024,WEST ENGLEWOOD,M,20-29
2024,LOOP,M,20-29
2024,LINCOLN SQUARE,M,0-19
2024,WOODLAWN,M,30-39
2024,SOUTH LAWNDALE,M,20-29
2024,NORTH LAWNDALE,M,30-39
2024,WEST TOWN,M,UNKNOWN
2024,WEST TOWN,M,40-49
2024,WEST TOWN,M,UNKNOWN
2024,SOUTH LAWNDALE,M,20-29
2024,MONTCLARE,M,20-29
2024,NORTH LAWNDALE,M,0-19
2024,LAKE VIEW,M,20-29
2024,LAKE VIEW,F,20-29
2024,LAKE VIEW,M,20-29
2024,SOUTH LAWNDALE,M,0-19
2024,NEAR WEST SIDE,M,40-49
2024,GRAND BOULEVARD,F,0-19
2024,LOGAN SQUARE,M,30-39
2024,ENGLEWOOD,F,20-29
2024,RIVERDALE,M,20-29
2024,ENGLEWOOD,M,20-29
2024,ROSELAND,UNKNOWN,UNKNOWN
2024,LOOP,F,20-29
2024,LOOP,M,20-29
2024,LOOP,M,60-69
2024,EDGEWATER,F,30-39
2024,EDGEWATER,M,40-49
2024,ALBANY PARK,M,30-39
2024,AUSTIN,M,20-29
2024,ENGLEWOOD,M,20-29
2024,GREATER GRAND CROSSING,M,0-19
2024,NORTH LAWNDALE,M,30-39
2024,SOUTH CHICAGO,M,0-19
2024,WASHINGTON PARK,M,20-29
2024,SOUTH SHORE,M,50-59
2024,SOUTH SHORE,M,30-39
2024,EAST GARFIELD PARK,F,60-69
2024,DOUGLAS,M,40-49
2024,ROSELAND,UNKNOWN,UNKNOWN
2024,WEST GARFIELD PARK,M,30-39
2024,WEST GARFIELD PARK,M,0-19
2024,WEST GARFIELD PARK,M,30-39
2024,AUSTIN,M,30-39
2024,EAST GARFIELD PARK,M,0-19
2024,GAGE PARK,M,40-49
2024,GAGE PARK,M,20-29
2024,GAGE PARK,M,30-39
2024,EAST GARFIELD PARK,M,30-39
2024,AUBURN GRESHAM,F,20-29
2024,EAST GARFIELD PARK,M,50-59
2024,SOUTH SHORE,M,30-39
2024,GREATER GRAND CROSSING,M,20-29
2024,AUBURN GRESHAM,M,0-19
2024,SOUTH SHORE,M,30-39
2024,WASHINGTON PARK,M,40-49
2024,AUBURN GRESHAM,M,20-29
2024,SOUTH SHORE,M,30-39
2024,CHATHAM,M,30-39
2024,WEST ENGLEWOOD,M,0-19
2024,AUSTIN,M,20-29
2024,SOUTH SHORE,M,30-39
2024,SOUTH SHORE,F,30-39
2024,CHICAGO LAWN,F,0-19
2024,NEW CITY,M,40-49
2024,LAKE VIEW,M,20-29
2024,NEW CITY,M,20-29
2024,PULLMAN,M,20-29
2024,PULLMAN,M,UNKNOWN
2024,WEST GARFIELD PARK,M,20-29
2024,WEST GARFIELD PARK,M,30-39
2024,SOUTH LAWNDALE,M,20-29
2024,WEST PULLMAN,M,30-39
2024,NEAR NORTH SIDE,M,30-39
2024,NORTH LAWNDALE,F,0-19
2024,ENGLEWOOD,M,0-19
2024,CHICAGO LAWN,M,30-39
2024,CHICAGO LAWN,M,30-39
2024,AVALON PARK,M,20-29
2024,AVALON PARK,F,20-29
2024,NEAR NORTH SIDE,M,UNKNOWN
2024,NORTH LAWNDALE,UNKNOWN,UNKNOWN
2024,NEAR WEST SIDE,M,30-39
2024,ENGLEWOOD,M,40-49
2024,NORTH LAWNDALE,M,40-49
2024,NORTH LAWNDALE,M,30-39
2024,LOGAN SQUARE,M,30-39
2024,EAST GARFIELD PARK,M,30-39
2024,HUMBOLDT PARK,M,20-29
2024,ROGERS PARK,M,30-39
2024,EAST GARFIELD PARK,M,20-29
2024,ASHBURN,M,20-29
2024,BRIGHTON PARK,M,20-29
2024,BRIGHTON PARK,M,20-29
2024,BRIGHTON PARK,M,20-29
2024,ROGERS PARK,M,50-59
2024,AUSTIN,M,20-29
2024,HUMBOLDT PARK,M,30-39
2024,AUBURN GRESHAM,M,30-39
2024,WEST RIDGE,F,20-29
2024,EAST GARFIELD PARK,M,30-39
2024,WEST TOWN,M,20-29
2024,WEST PULLMAN,M,20-29
2024,WASHINGTON PARK,F,30-39
2024,ROSELAND,M,30-39
2024,AUSTIN,F,20-29
2024,ROGERS PARK,M,50-59
2024,ROGERS PARK,M,20-29
2024,AUSTIN,F,20-29
2024,CHATHAM,M,30-39
2024,WEST ENGLEWOOD,M,30-39
2024,AUSTIN,M,30-39
2024,NEW CITY,M,40-49
2024,ROSELAND,M,60-69
2024,ENGLEWOOD,M,30-39
2024,SOUTH SHORE,F,0-19
2024,BRIDGEPORT,M,30-39
2024,NEAR WEST SIDE,M,30-39
2024,AUSTIN,M,30-39
2024,SOUTH SHORE,M,0-19
2024,NORTH LAWNDALE,M,20-29
2024,SOUTH CHICAGO,M,30-39
2024,ROSELAND,M,30-39
2024,NORTH LAWNDALE,F,50-59
2024,HUMBOLDT PARK,M,0-19
2024,EAST GARFIELD PARK,M,30-39
2024,WEST PULLMAN,F,50-59
2024,SOUTH CHICAGO,F,40-49
2024,HYDE PARK,M,0-19
2024,NEW CITY,M,20-29
2024,SOUTH DEERING,F,20-29
2024,GREATER GRAND CROSSING,F,30-39
2024,GREATER GRAND CROSSING,M,30-39
2024,GREATER GRAND CROSSING,M,40-49
2024,CHATHAM,M,0-19
2024,WOODLAWN,M,0-19
2024,GREATER GRAND CROSSING,F,20-29
2024,AUBURN GRESHAM,M,30-39
2024,OAKLAND,M,20-29
2024,MCKINLEY PARK,F,40-49
2024,SOUTH DEERING,F,20-29
2024,CHICAGO LAWN,M,30-39
2024,CHICAGO LAWN,M,40-49
2024,CHICAGO LAWN,M,UNKNOWN
2024,WASHINGTON PARK,M,50-59
2024,SOUTH SHORE,M,UNKNOWN
2024,SOUTH SHORE,M,UNKNOWN
2024,SOUTH SHORE,M,60-69
2024,AVONDALE,M,0-19
2024,GRAND BOULEVARD,M,30-39
2024,CHATHAM,M,30-39
2024,WEST ENGLEWOOD,M,50-59
2024,EDGEWATER,M,20-29
2024,EDGEWATER,M,20-29
2024,WEST ENGLEWOOD,M,20-29
2024,WASHINGTON HEIGHTS,M,20-29
2024,HUMBOLDT PARK,M,0-19
2024,ROSELAND,M,60-69
2024,BRIGHTON PARK,M,30-39
2024,BRIGHTON PARK,M,30-39
2024,SOUTH SHORE,M,20-29
2024,FULLER PARK,M,0-19
2024,LOGAN SQUARE,F,20-29
2024,ARMOUR SQUARE,M,20-29
2024,LOGAN SQUARE,M,50-59
2024,NEAR NORTH SIDE,F,20-29
2024,DOUGLAS,M,50-59
2024,GAGE PARK,M,0-19
2024,GAGE PARK,M,0-19
2024,CHICAGO LAWN,M,30-39
2024,HUMBOLDT PARK,M,30-39
2024,HUMBOLDT PARK,F,20-29
2024,HUMBOLDT PARK,M,0-19
2024,HYDE PARK,M,30-39
2024,CLEARING,M,0-19
2024,NORTH LAWNDALE,F,20-29
2024,WEST RIDGE,M,20-29
2024,NORTH LAWNDALE,M,20-29
2024,GREATER GRAND CROSSING,F,0-19
2024,EAST GARFIELD PARK,M,40-49
2024,EAST GARFIELD PARK,M,40-49
2024,SOUTH LAWNDALE,M,20-29
2024,SOUTH LAWNDALE,M,30-39
2024,NORTH LAWNDALE,M,0-19
2024,NORTH LAWNDALE,M,20-29
2024,NORTH LAWNDALE,M,30-39
2024,CHICAGO LAWN,F,20-29
2024,PULLMAN,M,0-19
2024,WEST PULLMAN,M,0-19
2024,SOUTH LAWNDALE,M,0-19
2024,WEST ENGLEWOOD,M,30-39
2024,AUSTIN,M,30-39
2024,DOUGLAS,M,20-29
2024,SOUTH CHICAGO,M,50-59
2024,WASHINGTON HEIGHTS,M,40-49
2024,WASHINGTON HEIGHTS,M,40-49
2024,AUSTIN,M,20-29
2024,AUSTIN,M,40-49
2024,ROSELAND,M,30-39
2024,WEST ENGLEWOOD,F,20-29
2024,WEST ENGLEWOOD,M,0-19
2024,WEST ENGLEWOOD,M,20-29
2024,KENWOOD,M,40-49
2024,NEAR WEST SIDE,M,40-49
2024,SOUTH SHORE,F,0-19
2024,SOUTH SHORE,F,0-19
2024,HYDE PARK,M,20-29
2024,SOUTH SHORE,M,30-39
2024,SOUTH SHORE,M,20-29
2024,NEAR NORTH SIDE,F,20-29
2024,NEAR NORTH SIDE,M,20-29
2024,SOUTH SHORE,M,30-39
2024,SOUTH SHORE,M,20-29
2024,ENGLEWOOD,M,40-49
2024,SOUTH SHORE,M,0-19
2024,AUBURN GRESHAM,M,20-29
2024,AUSTIN,M,30-39
2024,AUSTIN,M,0-19
2024,CHICAGO LAWN,M,40-49
2024,NORTH LAWNDALE,M,30-39
2024,BRIGHTON PARK,M,30-39
2024,NEW CITY,M,40-49
2024,NEW CITY,M,50-59
2024,NEW CITY,M,30-39
2024,NEW CITY,M,30-39
2024,NEW CITY,M,40-49
2024,NEW CITY,M,40-49
2024,DOUGLAS,M,20-29
2024,DOUGLAS,M,30-39
2024,GREATER GRAND CROSSING,M,0-19
2024,GREATER GRAND CROSSING,M,0-19
2024,GREATER GRAND CROSSING,M,20-29
2024,AUSTIN,M,30-39
2024,HUMBOLDT PARK,M,40-49
2024,ENGLEWOOD,M,30-39
2024,SOUTH SHORE,M,20-29
2024,AUBURN GRESHAM,M,30-39
2024,SOUTH LAWNDALE,M,0-19
2024,SOUTH CHICAGO,M,20-29
2024,PULLMAN,UNKNOWN,UNKNOWN
2024,SOUTH SHORE,M,40-49
2024,AUSTIN,M,30-39
2024,WEST PULLMAN,M,20-29
2024,WEST RIDGE,M,40-49
2024,HUMBOLDT PARK,M,0-19
2024,WEST ENGLEWOOD,M,50-59
2024,WEST PULLMAN,M,30-39
2024,EAST GARFIELD PARK,M,20-29
2024,WEST GARFIELD PARK,M,20-29
2024,EAST GARFIELD PARK,M,20-29
2024,LAKE VIEW,M,40-49
2024,LOWER WEST SIDE,M,20-29
2024,NEAR WEST SIDE,M,20-29
2024,NEW CITY,M,20-29
2024,WEST ENGLEWOOD,M,0-19
2024,WEST ENGLEWOOD,M,0-19
2024,NORTH LAWNDALE,M,20-29
2024,WEST ENGLEWOOD,F,20-29
2024,WEST ENGLEWOOD,F,20-29
2024,AUSTIN,M,40-49
2024,SOUTH SHORE,M,40-49
2024,AUSTIN,M,30-39
2024,AUSTIN,F,40-49
2024,AUSTIN,M,50-59
2024,GRAND BOULEVARD,M,20-29
2024,GREATER GRAND CROSSING,M,40-49
2024,NEW CITY,M,0-19
2024,NORTH LAWNDALE,M,20-29
2024,CHATHAM,M,30-39
2024,PORTAGE PARK,M,20-29
2024,DOUGLAS,M,50-59
2024,HUMBOLDT PARK,M,0-19
2024,WEST ENGLEWOOD,M,40-49
2024,SOUTH SHORE,M,20-29
2024,GARFIELD RIDGE,M,30-39
2024,HUMBOLDT PARK,M,0-19
2024,AUBURN GRESHAM,M,20-29
2024,AUBURN GRESHAM,M,30-39
2024,AUBURN GRESHAM,F,50-59
2024,KENWOOD,M,0-19
2024,ENGLEWOOD,M,30-39
2024,ENGLEWOOD,M,20-29
2024,NORTH LAWNDALE,M,40-49
2024,AUSTIN,M,30-39
2024,BELMONT CRAGIN,M,40-49
2024,AUSTIN,M,30-39
2024,AUBURN GRESHAM,UNKNOWN,UNKNOWN
2024,AUSTIN,M,40-49
2024,AUSTIN,M,30-39
2024,NEAR WEST SIDE,M,20-29
2024,NEAR WEST SIDE,M,30-39
2024,NEAR WEST SIDE,M,30-39
2024,NEAR WEST SIDE,M,20-29
2024,NEAR NORTH SIDE,M,30-39
2024,DOUGLAS,M,40-49
2024,HERMOSA,M,20-29
2024,SOUTH CHICAGO,M,0-19
2024,EDGEWATER,M,0-19
2024,WOODLAWN,M,30-39
2024,AUSTIN,M,40-49
2024,AUBURN GRESHAM,M,30-39
2024,SOUTH SHORE,M,30-39
2024,SOUTH LAWNDALE,M,20-29
2024,BELMONT CRAGIN,M,30-39
2024,LOGAN SQUARE,M,30-39
2024,SOUTH LAWNDALE,M,30-39
2024,AUSTIN,M,30-39
2024,AUSTIN,M,20-29
2024,GRAND BOULEVARD,M,0-19
2024,NEW CITY,M,30-39
2024,LOWER WEST SIDE,M,0-19
2024,LOWER WEST SIDE,M,0-19
2024,AUBURN GRESHAM,M,30-39
2024,SOUTH CHICAGO,M,20-29
2024,ROSELAND,M,0-19
2024,ROSELAND,M,0-19
2024,ROSELAND,M,20-29
2024,ENGLEWOOD,M,30-39
2024,GRAND BOULEVARD,M,0-19
2024,HUMBOLDT PARK,M,0-19
2024,CHATHAM,M,0-19
2024,WEST GARFIELD PARK,M,20-29
2024,SOUTH SHORE,M,30-39
2024,AUBURN GRESHAM,M,20-29
2024,CHATHAM,M,20-29
2024,NEW CITY,M,20-29
2024,NEW CITY,M,20-29
2024,ROSELAND,M,50-59
2024,BELMONT CRAGIN,M,20-29
2024,AVONDALE,F,0-19
2024,WEST ENGLEWOOD,M,30-39
2024,NEAR WEST SIDE,M,30-39
2024,NORTH LAWNDALE,F,20-29
2024,NORTH LAWNDALE,M,50-59
2024,ENGLEWOOD,F,20-29
2024,WOODLAWN,M,20-29
2024,WOODLAWN,M,30-39
2024,WOODLAWN,M,30-39
2024,AUSTIN,M,30-39
2024,EDGEWATER,M,30-39
2024,AUBURN GRESHAM,M,50-59
2024,BURNSIDE,M,20-29
2024,WEST RIDGE,F,0-19
2024,SOUTH CHICAGO,M,40-49
2024,AUBURN GRESHAM,M,0-19
2024,HUMBOLDT PARK,M,20-29
2024,EAST GARFIELD PARK,M,20-29
2024,EAST GARFIELD PARK,M,40-49
2024,CHICAGO LAWN,M,0-19
2024,WEST TOWN,M,50-59
2024,WOODLAWN,M,40-49
2024,WOODLAWN,M,20-29
2024,SOUTH SHORE,M,30-39
2024,SOUTH DEERING,M,30-39
2024,CHATHAM,M,20-29
2024,KENWOOD,M,0-19
2024,LOWER WEST SIDE,M,20-29
2024,SOUTH SHORE,M,30-39
2024,GRAND BOULEVARD,M,20-29
2024,NORTH LAWNDALE,M,30-39
2024,AUSTIN,M,20-29
2024,FULLER PARK,M,20-29
2024,FULLER PARK,M,20-29
2024,FULLER PARK,M,20-29
2024,HUMBOLDT PARK,M,0-19
2024,GRAND BOULEVARD,M,0-19
2024,NORTH LAWNDALE,M,50-59
2024,HUMBOLDT PARK,F,20-29
2024,HUMBOLDT PARK,M,20-29
2024,NEW CITY,M,30-39
2024,CHICAGO LAWN,M,20-29
2024,CHICAGO LAWN,M,20-29
2024,NORTH LAWNDALE,M,40-49
2024,NORTH LAWNDALE,M,30-39
2024,WEST ENGLEWOOD,M,20-29
2024,GRAND BOULEVARD,M,40-49
2024,NEW CITY,M,60-69
2024,WASHINGTON PARK,M,20-29
2024,WASHINGTON PARK,M,20-29
2024,WASHINGTON PARK,M,20-29
2024,WASHINGTON PARK,M,30-39
2024,WASHINGTON PARK,M,20-29
2024,ARMOUR SQUARE,M,30-39
2024,ARMOUR SQUARE,M,30-39
2024,ARMOUR SQUARE,M,20-29
2024,ARMOUR SQUARE,M,20-29
2024,SOUTH LAWNDALE,M,30-39
2024,AUSTIN,F,20-29
2024,IRVING PARK,M,20-29
2024,MORGAN PARK,M,20-29
2024,MORGAN PARK,M,20-29
2024,EAST GARFIELD PARK,M,20-29
2024,EAST GARFIELD PARK,F,30-39
2024,WEST GARFIELD PARK,F,50-59
2024,WEST GARFIELD PARK,M,20-29
2024,WEST GARFIELD PARK,M,30-39
2024,AUSTIN,M,30-39
2024,SOUTH LAWNDALE,M,70-79
2024,SOUTH LAWNDALE,F,70-79
2024,WEST PULLMAN,M,0-19
2024,NEW CITY,M,0-19
2024,NEW CITY,M,0-19
2024,WEST ENGLEWOOD,M,40-49
2024,WEST ENGLEWOOD,M,30-39
2024,AUSTIN,M,40-49
2024,SOUTH DEERING,M,20-29
2024,NORTH LAWNDALE,M,30-39
2024,EAST GARFIELD PARK,M,40-49
2024,MORGAN PARK,M,40-49
2024,AUSTIN,M,30-39
2024,AUSTIN,M,50-59
2024,AUSTIN,M,40-49
2024,LOGAN SQUARE,M,20-29
2024,AUBURN GRESHAM,M,0-19
2024,PULLMAN,UNKNOWN,UNKNOWN
2024,NEAR NORTH SIDE,M,20-29
2024,NEAR NORTH SIDE,M,0-19
2024,AUBURN GRESHAM,F,40-49
2024,AUBURN GRESHAM,M,30-39
2024,AUBURN GRESHAM,M,40-49
2024,NEAR SOUTH SIDE,M,20-29
2024,AUBURN GRESHAM,M,30-39
2024,HUMBOLDT PARK,M,0-19
2024,SOUTH CHICAGO,M,20-29
2024,SOUTH SHORE,M,20-29
2024,SOUTH SHORE,F,40-49
2024,AVALON PARK,F,20-29
2024,AVALON PARK,F,20-29
2024,AVALON PARK,M,30-39
2024,AVALON PARK,F,50-59
2024,WEST PULLMAN,M,30-39
2024,UPTOWN,M,0-19
2024,SOUTH SHORE,M,20-29
2024,NEAR WEST SIDE,M,30-39
2024,SOUTH LAWNDALE,M,20-29
2024,SOUTH SHORE,F,20-29
2024,ENGLEWOOD,M,30-39
2024,CALUMET HEIGHTS,M,20-29
2024,AUBURN GRESHAM,M,30-39
2024,WOODLAWN,M,30-39
2024,WOODLAWN,M,30-39
2024,EAST SIDE,M,30-39
2024,WASHINGTON HEIGHTS,M,30-39
2024,SOUTH SHORE,M,20-29
2024,ROSELAND,M,30-39
2024,WEST PULLMAN,M,20-29
2024,ENGLEWOOD,F,20-29
2024,LOOP,F,20-29
2024,ROSELAND,M,30-39
2024,CHATHAM,M,30-39
2024,WEST GARFIELD PARK,F,20-29
2024,SOUTH CHICAGO,M,30-39
2024,RIVERDALE,M,50-59
2024,WEST TOWN,M,30-39
2024,SOUTH SHORE,M,40-49
2024,SOUTH SHORE,M,30-39
2024,SOUTH LAWNDALE,M,0-19
2024,SOUTH SHORE,F,20-29
2024,AUBURN GRESHAM,M,0-19
2024,HUMBOLDT PARK,M,0-19
2024,AUSTIN,M,20-29
2024,SOUTH LAWNDALE,M,20-29
2024,SOUTH LAWNDALE,M,0-19
2024,WEST GARFIELD PARK,M,0-19
2024,WEST GARFIELD PARK,M,20-29
2024,AUSTIN,M,50-59
2024,WASHINGTON PARK,M,0-19
2024,AUSTIN,M,30-39
2024,SOUTH SHORE,M,20-29
2024,WOODLAWN,M,0-19
2024,LOWER WEST SIDE,M,0-19
2024,HUMBOLDT PARK,M,0-19
2024,NEW CITY,M,0-19
2024,NEW CITY,M,0-19
2024,SOUTH LAWNDALE,UNKNOWN,UNKNOWN
2024,BRIGHTON PARK,M,40-49
2024,BRIGHTON PARK,M,0-19
2024,CHICAGO LAWN,M,20-29
2024,WEST GARFIELD PARK,M,40-49
2024,GREATER GRAND CROSSING,M,30-39
2024,RIVERDALE,M,30-39
2024,NEW CITY,M,30-39
2024,NORTH LAWNDALE,M,UNKNOWN
2024,WASHINGTON PARK,M,20-29
2024,GREATER GRAND CROSSING,M,20-29
2024,NORTH LAWNDALE,F,50-59
2024,NORTH LAWNDALE,M,40-49
2024,AUSTIN,M,30-39
2024,CHICAGO LAWN,M,30-39
2024,ENGLEWOOD,M,20-29
2024,ENGLEWOOD,M,20-29
2024,HUMBOLDT PARK,M,50-59
2024,ROSELAND,M,20-29
2024,CHATHAM,M,0-19
2024,NORTH LAWNDALE,M,20-29
2024,GREATER GRAND CROSSING,M,20-29
2024,NORTH LAWNDALE,M,30-39
2024,NORTH LAWNDALE,M,0-19
2024,NORTH LAWNDALE,M,0-19
2024,NORTH LAWNDALE,M,20-29
2024,NORTH LAWNDALE,M,20-29
2024,NORTH LAWNDALE,M,30-39
2024,WOODLAWN,M,30-39
2024,SOUTH SHORE,M,70-79
2024,PULLMAN,M,40-49
2024,SOUTH LAWNDALE,M,20-29
2024,SOUTH LAWNDALE,UNKNOWN,UNKNOWN
2024,HYDE PARK,M,0-19
2024,OAKLAND,M,0-19
2024,AUBURN GRESHAM,M,20-29
2024,AUBURN GRESHAM,M,30-39
2024,NORTH LAWNDALE,M,20-29
2024,CHATHAM,M,40-49
2024,NEAR WEST SIDE,M,20-29
2024,CHATHAM,F,40-49
2024,CHATHAM,M,40-49
2024,CHATHAM,M,30-39
2024,SOUTH SHORE,M,60-69
2024,GREATER GRAND CROSSING,M,0-19
2024,GREATER GRAND CROSSING,M,0-19
2024,GREATER GRAND CROSSING,F,50-59
2024,SOUTH CHICAGO,M,0-19
2024,SOUTH CHICAGO,M,0-19
2024,GRAND BOULEVARD,M,40-49
2024,GRAND BOULEVARD,M,30-39
2024,GRAND BOULEVARD,F,30-39
2024,NORTH LAWNDALE,M,20-29
2024,HUMBOLDT PARK,M,20-29
2024,LAKE VIEW,M,20-29
2024,PULLMAN,M,20-29
2024,EAST SIDE,M,0-19
2024,WEST PULLMAN,F,40-49
2024,LOGAN SQUARE,M,30-39
2024,WEST TOWN,M,30-39
2024,WEST TOWN,M,20-29
2024,WEST TOWN,M,40-49
2024,WEST PULLMAN,M,30-39
2024,WEST ENGLEWOOD,M,40-49
2024,HUMBOLDT PARK,M,30-39
2024,AUSTIN,M,40-49
2024,HYDE PARK,M,30-39
2024,NORTH LAWNDALE,M,40-49
2024,AUSTIN,M,20-29
2024,WEST GARFIELD PARK,M,40-49
2024,WEST GARFIELD PARK,M,30-39
2024,WEST PULLMAN,M,40-49
2024,DOUGLAS,F,20-29
2024,DOUGLAS,F,20-29
2024,NEAR WEST SIDE,M,0-19
2024,ALBANY PARK,M,50-59
2024,HUMBOLDT PARK,M,40-49
2024,GREATER GRAND CROSSING,M,30-39
2024,AUBURN GRESHAM,M,30-39
2024,AUBURN GRESHAM,M,0-19
2024,SOUTH LAWNDALE,M,30-39
2024,SOUTH LAWNDALE,M,20-29
2024,RIVERDALE,M,0-19
2024,AUBURN GRESHAM,M,0-19
2024,GREATER GRAND CROSSING,M,40-49
2024,EAST GARFIELD PARK,M,0-19
2024,WASHINGTON HEIGHTS,M,20-29
2024,FULLER PARK,M,20-29
2024,ARMOUR SQUARE,M,30-39
2024,GAGE PARK,M,30-39
2024,SOUTH DEERING,F,20-29
2024,SOUTH DEERING,F,20-29
2024,SOUTH DEERING,M,0-19
2024,SOUTH DEERING,M,20-29
2024,WOODLAWN,M,30-39
2024,WOODLAWN,M,40-49
2024,LOWER WEST SIDE,M,20-29
2024,CHICAGO LAWN,M,20-29
2024,ROSELAND,M,60-69
2024,LOOP,M,50-59
2024,WEST GARFIELD PARK,F,30-39
2024,NORTH LAWNDALE,M,30-39
2024,EAST GARFIELD PARK,M,30-39
2024,EAST GARFIELD PARK,M,30-39
2024,EAST GARFIELD PARK,M,30-39
2024,BRIDGEPORT,M,30-39
2024,BRIDGEPORT,M,20-29
2024,SOUTH SHORE,M,0-19
2024,SOUTH LAWNDALE,M,30-39
2024,SOUTH LAWNDALE,M,30-39
2024,ROSELAND,M,40-49
2024,NORTH LAWNDALE,M,40-49
2024,NEW CITY,M,40-49
2024,WOODLAWN,M,0-19
2024,CHICAGO LAWN,UNKNOWN,UNKNOWN
2024,HUMBOLDT PARK,M,40-49
2024,SOUTH SHORE,M,30-39
2024,HUMBOLDT PARK,M,20-29
2024,NORTH LAWNDALE,F,20-29
2024,NORTH LAWNDALE,M,60-69
2024,NORTH LAWNDALE,M,20-29
2024,NORTH LAWNDALE,M,20-29
2024,NORTH LAWNDALE,M,20-29
2024,SOUTH LAWNDALE,M,0-19
2024,CHICAGO LAWN,M,30-39
2024,MCKINLEY PARK,M,20-29
2024,WEST ENGLEWOOD,M,20-29
2024,SOUTH CHICAGO,M,20-29
2024,WEST GARFIELD PARK,M,40-49
2024,JEFFERSON PARK,M,0-19
2024,BRIGHTON PARK,M,20-29
2024,DOUGLAS,M,30-39
2024,WEST ENGLEWOOD,F,20-29
2024,GREATER GRAND CROSSING,M,0-19
2024,WEST ENGLEWOOD,M,0-19
2024,AUBURN GRESHAM,M,0-19
2024,ENGLEWOOD,M,20-29
2024,GRAND BOULEVARD,M,30-39
2024,ROSELAND,M,50-59
2024,ARMOUR SQUARE,M,50-59
2024,ARMOUR SQUARE,M,30-39
2024,GAGE PARK,M,0-19
2024,AUBURN GRESHAM,M,0-19
2024,SOUTH SHORE,M,0-19
2024,ALBANY PARK,F,20-29
2024,EAST GARFIELD PARK,M,20-29
2024,WEST GARFIELD PARK,F,30-39
2024,WEST GARFIELD PARK,M,30-39
2024,SOUTH SHORE,M,20-29
2024,WEST PULLMAN,M,40-49
2024,AUSTIN,M,50-59
2024,SOUTH SHORE,M,0-19
2024,WASHINGTON PARK,M,50-59
2024,NEW CITY,M,30-39
2024,CHATHAM,M,20-29
2024,CHICAGO LAWN,M,40-49
2024,CHICAGO LAWN,M,40-49
2024,WASHINGTON PARK,M,20-29
2024,NEAR NORTH SIDE,M,30-39
2024,HUMBOLDT PARK,F,20-29
2024,CHATHAM,M,0-19
2024,WASHINGTON PARK,M,20-29
2024,WEST PULLMAN,M,30-39
2024,LOWER WEST SIDE,M,30-39
2024,RIVERDALE,M,40-49
2024,WASHINGTON PARK,M,50-59
2024,WASHINGTON PARK,M,20-29
2024,WASHINGTON PARK,M,30-39
2024,DOUGLAS,M,30-39
2024,DOUGLAS,M,30-39
2024,DOUGLAS,F,30-39
2024,DOUGLAS,M,UNKNOWN
2024,DOUGLAS,M,30-39
2024,NEAR WEST SIDE,M,30-39
2024,NEAR WEST SIDE,M,40-49
2024,NEAR WEST SIDE,M,20-29
2024,WEST ENGLEWOOD,F,20-29
2024,SOUTH LAWNDALE,M,20-29
2024,WEST ENGLEWOOD,M,20-29
2024,NEAR SOUTH SIDE,F,20-29
2024,NEAR SOUTH SIDE,M,20-29
2024,ROSELAND,M,40-49
2024,AUSTIN,M,30-39
2024,SOUTH CHICAGO,M,20-29
2024,SOUTH SHORE,M,20-29
2024,GRAND BOULEVARD,F,30-39
2024,EAST GARFIELD PARK,M,30-39
2024,BRIGHTON PARK,F,60-69
2024,HUMBOLDT PARK,M,30-39
2024,WASHINGTON HEIGHTS,M,20-29
2024,HUMBOLDT PARK,M,30-39
2024,AUSTIN,M,30-39
2024,AUSTIN,M,30-39
2024,ENGLEWOOD,M,20-29
2024,BRIGHTON PARK,M,20-29
2024,AUSTIN,M,20-29
2024,BRIGHTON PARK,F,0-19
2024,WEST GARFIELD PARK,M,30-39
2024,WEST ENGLEWOOD,F,20-29
2024,GARFIELD RIDGE,M,40-49
2024,ENGLEWOOD,M,40-49
